id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
3870,3870,1,1,86,5,2520,78,99,177,14,140,1
3871,3871,4,7,86,13,1603,69,74,143,14,113,1
3872,3872,1,3,86,8,3626,194,97,291,35,291,2
3873,3873,2,-1,87,10,6783,224,110,334,28,309,2
3874,3874,2,4,87,15,11361,323,184,507,35,507,2
3875,3875,1,3,86,6,1267,42,31,73,27,67,2
3876,3876,1,2,87,5,2548,74,43,117,25,105,2
3877,3877,3,4,87,10,1155,101,57,158,9,117,2
3878,3878,0,4,86,6,546,97,42,139,6,99,3
3879,3879,2,3,84,13,2275,134,77,211,13,165,2
3880,3880,4,5,86,26,9100,482,227,709,26,645,2
3881,3881,0,2,84,6,595,213,73,286,6,203,3
3882,3882,0,-1,84,22,3941,139,143,282,22,245,2
3883,3883,2,3,86,24,13860,473,182,655,40,688,2
3884,3884,4,4,85,12,1400,229,169,398,39,414,3
3885,3885,4,3,83,12,2800,227,73,300,34,297,1
3886,3886,4,4,82,24,9520,395,193,588,40,617,1
3887,3887,4,3,86,12,5880,469,176,645,43,697,3
3888,3888,4,4,85,36,23940,886,241,1127,34,1116,1
3889,3889,1,4,85,12,5152,253,52,305,34,302,1
3890,3890,0,0,86,4,5635,197,124,321,33,315,1
3891,3891,4,4,85,1,805,40,60,100,18,83,1
3892,3892,0,0,86,5,3829,200,119,319,30,303,1
3893,3893,0,0,86,4,2149,140,94,234,24,208,1
3894,3894,0,0,86,4,2821,97,89,186,38,192,1
3895,3895,2,1,85,9,2569,119,42,161,25,145,2
3896,3896,1,2,83,13,3913,186,52,238,25,214,1
3897,3897,3,1,85,12,7854,172,88,260,30,247,1
3898,3898,3,4,83,4,2422,78,38,116,24,103,1
3899,3899,4,1,84,21,4067,167,99,266,24,237,1
3900,3900,2,1,84,17,9051,146,112,258,40,271,1
3901,3901,1,1,84,3,2282,33,72,105,19,88,1
3902,3902,3,4,85,8,4172,162,61,223,32,216,1
3903,3903,4,4,85,9,4977,223,121,344,28,320,1
3904,3904,3,2,85,8,1617,119,48,167,26,152,2
3905,3905,4,3,85,8,3192,57,43,100,43,108,1
3906,3906,4,4,86,14,3437,68,316,384,20,326,2
3907,3907,3,4,87,14,4494,9,386,395,21,340,2
3908,3908,4,2,86,5,840,58,34,92,29,86,1
3909,3909,4,4,86,12,14973,318,269,587,34,581,2
3910,3910,2,4,85,18,5180,88,170,258,34,255,1
3911,3911,2,4,86,5,5775,306,132,438,37,447,1
3912,3912,4,1,87,20,10577,304,78,382,39,397,1
3913,3913,1,4,86,8,3983,89,200,289,33,283,1
3914,3914,4,1,85,14,3164,86,230,316,33,310,1
3915,3915,2,0,86,6,3542,71,235,306,37,312,1
3916,3916,3,1,85,14,4277,148,324,472,39,491,1
3917,3917,4,4,85,16,7252,116,170,286,27,263,1
3918,3918,4,1,85,14,3948,175,277,452,37,461,1
3919,3919,4,3,86,6,3927,79,128,207,27,190,1
3920,3920,1,1,86,9,710,145,38,183,27,168,3
3921,3921,4,4,87,9,2429,174,78,252,41,267,3
3922,3922,1,1,85,5,6405,194,91,285,35,285,1
3923,3923,2,2,88,3,651,126,49,175,38,180,3
3924,3924,1,3,86,17,9135,317,119,436,34,432,2
3925,3925,2,4,87,11,1435,289,88,377,28,351,3
3926,3926,-1,-1,87,8,5922,260,144,404,24,360,1
3927,3927,1,4,88,4,847,158,59,217,18,180,3
3928,3928,3,3,88,16,8050,302,145,447,52,523,2
3929,3929,1,1,87,9,4620,451,48,499,28,464,1
3930,3930,2,4,87,34,2352,661,132,793,23,698,3
3931,3931,1,1,88,10,2174,64,54,118,25,106,1
3932,3932,-1,4,86,39,19894,284,230,514,50,591,1
3933,3933,2,1,86,18,6699,182,126,308,35,308,1
3934,3934,2,3,87,27,14987,173,332,505,19,424,1
3935,3935,2,2,88,9,4004,252,7,259,28,241,1
3936,3936,4,3,85,11,12824,131,180,311,51,361,1
3937,3937,2,3,85,8,2331,106,39,145,6,103,1
3938,3938,3,3,85,9,5817,96,108,204,29,192,1
3939,3939,2,3,85,7,2989,116,72,188,18,156,1
3940,3940,3,3,85,6,3136,86,49,135,32,131,1
3941,3941,2,3,85,17,14434,221,121,342,35,342,1
3942,3942,1,1,87,12,2583,61,96,157,18,130,1
3943,3943,1,3,86,12,3647,132,89,221,5,155,2
3944,3944,3,7,86,13,8232,45,387,432,16,350,2
3945,3945,1,1,86,12,3276,55,112,167,12,129,2
3946,3946,1,4,87,8,2723,124,52,176,14,139,2
3947,3947,3,3,87,5,3472,120,126,246,15,197,2
3948,3948,1,2,87,6,1575,47,32,79,14,62,2
3949,3949,1,1,86,12,2926,126,107,233,23,205,2
3950,3950,3,2,86,6,1876,101,45,146,15,117,2
3951,3951,1,1,86,5,2520,78,99,177,14,140,1
3952,3952,4,7,86,13,1603,69,74,143,14,113,1
3953,3953,1,3,86,8,3626,194,97,291,35,291,2
3954,3954,2,-1,87,10,6783,224,110,334,28,309,2
3955,3955,2,4,87,15,11361,323,184,507,35,507,2
3956,3956,1,3,86,6,1267,42,31,73,27,67,2
3957,3957,1,2,87,5,2548,74,43,117,25,105,2
3958,3958,3,4,87,10,1155,101,57,158,9,117,2
3959,3959,0,4,86,6,546,97,42,139,6,99,3
3960,3960,2,3,84,13,2275,134,77,211,13,165,2
3961,3961,4,5,86,26,9100,482,227,709,26,645,2
3962,3962,0,2,84,6,595,213,73,286,6,203,3
3963,3963,0,-1,84,22,3941,139,143,282,22,245,2
3964,3964,2,3,86,24,13860,473,182,655,40,688,2
3965,3965,4,4,85,12,1400,229,169,398,39,414,3
3966,3966,4,3,83,12,2800,227,73,300,34,297,1
3967,3967,4,4,82,24,9520,395,193,588,40,617,1
3968,3968,4,3,86,12,5880,469,176,645,43,697,3
3969,3969,4,4,85,36,23940,886,241,1127,34,1116,1
3970,3970,1,4,85,12,5152,253,52,305,34,302,1
3971,3971,0,0,86,4,5635,197,124,321,33,315,1
3972,3972,4,4,85,1,805,40,60,100,18,83,1
3973,3973,0,0,86,5,3829,200,119,319,30,303,1
3974,3974,0,0,86,4,2149,140,94,234,24,208,1
3975,3975,0,0,86,4,2821,97,89,186,38,192,1
3976,3976,2,1,85,9,2569,119,42,161,25,145,2
3977,3977,1,2,83,13,3913,186,52,238,25,214,1
3978,3978,3,1,85,12,7854,172,88,260,30,247,1
3979,3979,3,4,83,4,2422,78,38,116,24,103,1
3980,3980,4,1,84,21,4067,167,99,266,24,237,1
3981,3981,2,1,84,17,9051,146,112,258,40,271,1
3982,3982,1,1,84,3,2282,33,72,105,19,88,1
3983,3983,3,4,85,8,4172,162,61,223,32,216,1
3984,3984,4,4,85,9,4977,223,121,344,28,320,1
3985,3985,3,2,85,8,1617,119,48,167,26,152,2
3986,3986,4,3,85,8,3192,57,43,100,43,108,1
3987,3987,4,4,86,14,3437,68,316,384,20,326,2
3988,3988,3,4,87,14,4494,9,386,395,21,340,2
3989,3989,4,2,86,5,840,58,34,92,29,86,1
3990,3990,4,4,86,12,14973,318,269,587,34,581,2
3991,3991,2,4,85,18,5180,88,170,258,34,255,1
3992,3992,2,4,86,5,5775,306,132,438,37,447,1
3993,3993,4,1,87,20,10577,304,78,382,39,397,1
3994,3994,1,4,86,8,3983,89,200,289,33,283,1
3995,3995,4,1,85,14,3164,86,230,316,33,310,1
3996,3996,2,0,86,6,3542,71,235,306,37,312,1
3997,3997,1,4,85,12,5152,253,52,305,34,302,1
3998,3998,0,0,86,4,5635,197,124,321,33,315,1
3999,3999,4,4,85,1,805,40,60,100,18,83,1
4000,4000,0,0,86,5,3829,200,119,319,30,303,1
4001,4001,0,0,86,4,2149,140,94,234,24,208,1
4002,4002,0,0,86,4,2821,97,89,186,38,192,1
4003,4003,2,1,85,9,2569,119,42,161,25,145,2
4004,4004,1,2,83,13,3913,186,52,238,25,214,1
4005,4005,3,1,85,12,7854,172,88,260,30,247,1
4006,4006,3,4,83,4,2422,78,38,116,24,103,1
4007,4007,4,1,84,21,4067,167,99,266,24,237,1
4008,4008,2,1,84,17,9051,146,112,258,40,271,1
4009,4009,1,1,84,3,2282,33,72,105,19,88,1
4010,4010,3,4,85,8,4172,162,61,223,32,216,1
4011,4011,4,4,85,9,4977,223,121,344,28,320,1
4012,4012,3,2,85,8,1617,119,48,167,26,152,2
4013,4013,4,3,85,8,3192,57,43,100,43,108,1
4014,4014,4,4,86,14,3437,68,316,384,20,326,2
4015,4015,3,4,87,14,4494,9,386,395,21,340,2
4016,4016,4,2,86,5,840,58,34,92,29,86,1
4017,4017,4,4,86,12,14973,318,269,587,34,581,2
4018,4018,2,4,85,18,5180,88,170,258,34,255,1
4019,4019,2,4,86,5,5775,306,132,438,37,447,1
4020,4020,4,1,87,20,10577,304,78,382,39,397,1
4021,4021,1,4,86,8,3983,89,200,289,33,283,1
4022,4022,4,1,85,14,3164,86,230,316,33,310,1
4023,4023,2,0,86,6,3542,71,235,306,37,312,1
4024,4024,3,1,85,14,4277,148,324,472,39,491,1
4025,4025,4,4,85,16,7252,116,170,286,27,263,1
4026,4026,4,1,85,14,3948,175,277,452,37,461,1
4027,4027,4,3,86,6,3927,79,128,207,27,190,1
4028,4028,1,1,86,9,710,145,38,183,27,168,3
4029,4029,4,4,87,9,2429,174,78,252,41,267,3
4030,4030,1,1,85,5,6405,194,91,285,35,285,1
4031,4031,2,2,88,3,651,126,49,175,38,180,3
4032,4032,1,3,86,17,9135,317,119,436,34,432,2
4033,4033,2,4,87,11,1435,289,88,377,28,351,3
4034,4034,-1,-1,87,8,5922,260,144,404,24,360,1
4035,4035,1,4,88,4,847,158,59,217,18,180,3
4036,4036,3,3,88,16,8050,302,145,447,52,523,2
4037,4037,1,1,87,9,4620,451,48,499,28,464,1
4038,4038,2,4,87,34,2352,661,132,793,23,698,3
4039,4039,1,1,88,10,2174,64,54,118,25,106,1
4040,4040,-1,4,86,39,19894,284,230,514,50,591,1
4041,4041,2,1,86,18,6699,182,126,308,35,308,1
4042,4042,2,3,87,27,14987,173,332,505,19,424,1
4043,4043,2,2,88,9,4004,252,7,259,28,241,1
4044,4044,4,3,85,11,12824,131,180,311,51,361,1
4045,4045,2,3,85,8,2331,106,39,145,6,103,1
4046,4046,3,3,85,9,5817,96,108,204,29,192,1
4047,4047,2,3,85,7,2989,116,72,188,18,156,1
4048,4048,3,3,85,6,3136,86,49,135,32,131,1
4049,4049,2,3,85,17,14434,221,121,342,35,342,1
4050,4050,1,1,87,12,2583,61,96,157,18,130,1
4051,4051,1,3,86,12,3647,132,89,221,5,155,2
4052,4052,3,7,86,13,8232,45,387,432,16,350,2
4053,4053,1,1,86,12,3276,55,112,167,12,129,2
4054,4054,1,4,87,8,2723,124,52,176,14,139,2
4055,4055,3,3,87,5,3472,120,126,246,15,197,2
4056,4056,1,2,87,6,1575,47,32,79,14,62,2
4057,4057,1,1,86,12,2926,126,107,233,23,205,2
4058,4058,3,2,86,6,1876,101,45,146,15,117,2
4059,4059,1,1,86,5,2520,78,99,177,14,140,1
4060,4060,4,7,86,13,1603,69,74,143,14,113,1
4061,4061,1,3,86,8,3626,194,97,291,35,291,2
4062,4062,2,-1,87,10,6783,224,110,334,28,309,2
4063,4063,2,4,87,15,11361,323,184,507,35,507,2
4064,4064,1,3,86,6,1267,42,31,73,27,67,2
4065,4065,1,2,87,5,2548,74,43,117,25,105,2
4066,4066,3,4,87,10,1155,101,57,158,9,117,2
4067,4067,0,4,86,6,546,97,42,139,6,99,3
4068,4068,2,3,84,13,2275,134,77,211,13,165,2
4069,4069,4,5,86,26,9100,482,227,709,26,645,2
4070,4070,0,2,84,6,595,213,73,286,6,203,3
4071,4071,0,-1,84,22,3941,139,143,282,22,245,2
4072,4072,2,3,86,24,13860,473,182,655,40,688,2
4073,4073,4,4,85,12,1400,229,169,398,39,414,3
4074,4074,4,3,83,12,2800,227,73,300,34,297,1
4075,4075,4,4,82,24,9520,395,193,588,40,617,1
4076,4076,4,3,86,12,5880,469,176,645,43,697,3
4077,4077,4,4,85,36,23940,886,241,1127,34,1116,1
4078,4078,1,4,85,12,5152,253,52,305,34,302,1
4079,4079,0,0,86,4,5635,197,124,321,33,315,1
4080,4080,4,4,85,1,805,40,60,100,18,83,1
4081,4081,0,0,86,5,3829,200,119,319,30,303,1
4082,4082,0,0,86,4,2149,140,94,234,24,208,1
4083,4083,0,0,86,4,2821,97,89,186,38,192,1
4084,4084,2,1,85,9,2569,119,42,161,25,145,2
4085,4085,1,2,83,13,3913,186,52,238,25,214,1
4086,4086,3,1,85,12,7854,172,88,260,30,247,1
4087,4087,3,4,83,4,2422,78,38,116,24,103,1
4088,4088,4,1,84,21,4067,167,99,266,24,237,1
4089,4089,2,1,84,17,9051,146,112,258,40,271,1
4090,4090,1,1,84,3,2282,33,72,105,19,88,1
4091,4091,3,4,85,8,4172,162,61,223,32,216,1
4092,4092,4,4,85,9,4977,223,121,344,28,320,1
4093,4093,3,2,85,8,1617,119,48,167,26,152,2
4094,4094,4,3,85,8,3192,57,43,100,43,108,1
4095,4095,4,4,86,14,3437,68,316,384,20,326,2
4096,4096,3,4,87,14,4494,9,386,395,21,340,2
4097,4097,4,2,86,5,840,58,34,92,29,86,1
4098,4098,4,4,86,12,14973,318,269,587,34,581,2
4099,4099,2,4,85,18,5180,88,170,258,34,255,1
4100,4100,2,4,86,5,5775,306,132,438,37,447,1
4101,4101,4,1,87,20,10577,304,78,382,39,397,1
4102,4102,1,4,86,8,3983,89,200,289,33,283,1
4103,4103,4,1,85,14,3164,86,230,316,33,310,1
4104,4104,2,0,86,6,3542,71,235,306,37,312,1
4105,4105,3,1,85,14,4277,148,324,472,39,491,1
4106,4106,4,4,85,16,7252,116,170,286,27,263,1
4107,4107,4,1,85,14,3948,175,277,452,37,461,1
4108,4108,4,3,86,6,3927,79,128,207,27,190,1
4109,4109,1,1,86,9,710,145,38,183,27,168,3
4110,4110,4,4,87,9,2429,174,78,252,41,267,3
4111,4111,1,1,85,5,6405,194,91,285,35,285,1
4112,4112,2,2,88,3,651,126,49,175,38,180,3
4113,4113,1,3,86,17,9135,317,119,436,34,432,2
4114,4114,2,4,87,11,1435,289,88,377,28,351,3
4115,4115,-1,-1,87,8,5922,260,144,404,24,360,1
4116,4116,1,4,88,4,847,158,59,217,18,180,3
4117,4117,3,3,88,16,8050,302,145,447,52,523,2
4118,4118,1,1,87,9,4620,451,48,499,28,464,1
4119,4119,2,4,87,34,2352,661,132,793,23,698,3
4120,4120,1,1,88,10,2174,64,54,118,25,106,1
4121,4121,-1,4,86,39,19894,284,230,514,50,591,1
4122,4122,2,1,86,18,6699,182,126,308,35,308,1
4123,4123,2,3,87,27,14987,173,332,505,19,424,1
4124,4124,2,2,88,9,4004,252,7,259,28,241,1
4125,4125,4,3,85,11,12824,131,180,311,51,361,1
4126,4126,2,3,85,8,2331,106,39,145,6,103,1
4127,4127,3,3,85,9,5817,96,108,204,29,192,1
4128,4128,2,3,85,7,2989,116,72,188,18,156,1
4129,4129,3,3,85,6,3136,86,49,135,32,131,1
4130,4130,2,3,85,17,14434,221,121,342,35,342,1
4131,4131,1,1,87,12,2583,61,96,157,18,130,1
4132,4132,1,3,86,12,3647,132,89,221,5,155,2
4133,4133,3,7,86,13,8232,45,387,432,16,350,2
4134,4134,1,1,86,12,3276,55,112,167,12,129,2
4135,4135,1,4,87,8,2723,124,52,176,14,139,2
4136,4136,3,3,87,5,3472,120,126,246,15,197,2
4137,4137,1,2,87,6,1575,47,32,79,14,62,2
4138,4138,1,1,86,12,2926,126,107,233,23,205,2
4139,4139,3,2,86,6,1876,101,45,146,15,117,2
4140,4140,1,1,86,5,2520,78,99,177,14,140,1
4141,4141,4,7,86,13,1603,69,74,143,14,113,1
4142,4142,1,3,86,8,3626,194,97,291,35,291,2
4143,4143,2,-1,87,10,6783,224,110,334,28,309,2
4144,4144,2,4,87,15,11361,323,184,507,35,507,2
4145,4145,1,3,86,6,1267,42,31,73,27,67,2
4146,4146,1,2,87,5,2548,74,43,117,25,105,2
4147,4147,3,4,87,10,1155,101,57,158,9,117,2
4148,4148,0,4,86,6,546,97,42,139,6,99,3
4149,4149,2,3,84,13,2275,134,77,211,13,165,2
4150,4150,4,5,86,26,9100,482,227,709,26,645,2
4151,4151,0,2,84,6,595,213,73,286,6,203,3
4152,4152,0,-1,84,22,3941,139,143,282,22,245,2
4153,4153,2,3,86,24,13860,473,182,655,40,688,2
4154,4154,4,4,85,12,1400,229,169,398,39,414,3
4155,4155,4,3,83,12,2800,227,73,300,34,297,1
4156,4156,4,4,82,24,9520,395,193,588,40,617,1
4157,4157,4,3,86,12,5880,469,176,645,43,697,3
4158,4158,4,4,85,36,23940,886,241,1127,34,1116,1
4159,4159,1,4,85,12,5152,253,52,305,34,302,1
4160,4160,0,0,86,4,5635,197,124,321,33,315,1
4161,4161,4,4,85,1,805,40,60,100,18,83,1
4162,4162,0,0,86,5,3829,200,119,319,30,303,1
4163,4163,0,0,86,4,2149,140,94,234,24,208,1
4164,4164,0,0,86,4,2821,97,89,186,38,192,1
4165,4165,2,1,85,9,2569,119,42,161,25,145,2
4166,4166,1,2,83,13,3913,186,52,238,25,214,1
4167,4167,3,1,85,12,7854,172,88,260,30,247,1
4168,4168,3,4,83,4,2422,78,38,116,24,103,1
4169,4169,4,1,84,21,4067,167,99,266,24,237,1
4170,4170,2,1,84,17,9051,146,112,258,40,271,1
4171,4171,1,1,84,3,2282,33,72,105,19,88,1
4172,4172,3,4,85,8,4172,162,61,223,32,216,1
4173,4173,4,4,85,9,4977,223,121,344,28,320,1
4174,4174,3,2,85,8,1617,119,48,167,26,152,2
4175,4175,4,3,85,8,3192,57,43,100,43,108,1
4176,4176,4,4,86,14,3437,68,316,384,20,326,2
4177,4177,3,4,87,14,4494,9,386,395,21,340,2
4178,4178,4,2,86,5,840,58,34,92,29,86,1
4179,4179,4,4,86,12,14973,318,269,587,34,581,2
4180,4180,2,4,85,18,5180,88,170,258,34,255,1
4181,4181,2,4,86,5,5775,306,132,438,37,447,1
4182,4182,4,1,87,20,10577,304,78,382,39,397,1
4183,4183,1,4,86,8,3983,89,200,289,33,283,1
4184,4184,4,1,85,14,3164,86,230,316,33,310,1
4185,4185,2,0,86,6,3542,71,235,306,37,312,1
4186,4186,3,1,85,14,4277,148,324,472,39,491,1
4187,4187,4,4,85,16,7252,116,170,286,27,263,1
4188,4188,4,1,85,14,3948,175,277,452,37,461,1
4189,4189,4,3,86,6,3927,79,128,207,27,190,1
4190,4190,1,1,86,9,710,145,38,183,27,168,3
4191,4191,4,4,87,9,2429,174,78,252,41,267,3
4192,4192,1,1,85,5,6405,194,91,285,35,285,1
4193,4193,2,2,88,3,651,126,49,175,38,180,3
4194,4194,1,3,86,17,9135,317,119,436,34,432,2
4195,4195,2,4,87,11,1435,289,88,377,28,351,3
4196,4196,-1,-1,87,8,5922,260,144,404,24,360,1
4197,4197,1,4,88,4,847,158,59,217,18,180,3
4198,4198,3,3,88,16,8050,302,145,447,52,523,2
4199,4199,1,1,87,9,4620,451,48,499,28,464,1
4200,4200,2,4,87,34,2352,661,132,793,23,698,3
4201,4201,1,1,88,10,2174,64,54,118,25,106,1
4202,4202,-1,4,86,39,19894,284,230,514,50,591,1
4203,4203,2,1,86,18,6699,182,126,308,35,308,1
4204,4204,2,3,87,27,14987,173,332,505,19,424,1
4205,4205,2,2,88,9,4004,252,7,259,28,241,1
4206,4206,4,3,85,11,12824,131,180,311,51,361,1
4207,4207,2,3,85,8,2331,106,39,145,6,103,1
4208,4208,3,3,85,9,5817,96,108,204,29,192,1
4209,4209,2,3,85,7,2989,116,72,188,18,156,1
4210,4210,3,3,85,6,3136,86,49,135,32,131,1
4211,4211,2,3,85,17,14434,221,121,342,35,342,1
4212,4212,1,1,87,12,2583,61,96,157,18,130,1
4213,4213,1,3,86,12,3647,132,89,221,5,155,2
4214,4214,3,7,86,13,8232,45,387,432,16,350,2
4215,4215,1,1,86,12,3276,55,112,167,12,129,2
4216,4216,1,4,87,8,2723,124,52,176,14,139,2
4217,4217,3,3,87,5,3472,120,126,246,15,197,2
4218,4218,1,2,87,6,1575,47,32,79,14,62,2
4219,4219,1,1,86,12,2926,126,107,233,23,205,2
4220,4220,3,2,86,6,1876,101,45,146,15,117,2
4221,4221,1,1,86,5,2520,78,99,177,14,140,1
4222,4222,4,7,86,13,1603,69,74,143,14,113,1
4223,4223,1,3,86,8,3626,194,97,291,35,291,2
4224,4224,2,-1,87,10,6783,224,110,334,28,309,2
4225,4225,2,4,87,15,11361,323,184,507,35,507,2
4226,4226,1,3,86,6,1267,42,31,73,27,67,2
4227,4227,1,2,87,5,2548,74,43,117,25,105,2
4228,4228,3,4,87,10,1155,101,57,158,9,117,2
4229,4229,0,4,86,6,546,97,42,139,6,99,3
4230,4230,2,3,84,13,2275,134,77,211,13,165,2
4231,4231,4,5,86,26,9100,482,227,709,26,645,2
4232,4232,0,2,84,6,595,213,73,286,6,203,3
4233,4233,0,-1,84,22,3941,139,143,282,22,245,2
4234,4234,2,3,86,24,13860,473,182,655,40,688,2
4235,4235,4,4,85,12,1400,229,169,398,39,414,3
4236,4236,4,3,83,12,2800,227,73,300,34,297,1
4237,4237,4,4,82,24,9520,395,193,588,40,617,1
4238,4238,4,3,86,12,5880,469,176,645,43,697,3
4239,4239,4,4,85,36,23940,886,241,1127,34,1116,1
4240,4240,1,4,85,12,5152,253,52,305,34,302,1
4241,4241,0,0,86,4,5635,197,124,321,33,315,1
4242,4242,4,4,85,1,805,40,60,100,18,83,1
4243,4243,0,0,86,5,3829,200,119,319,30,303,1
4244,4244,0,0,86,4,2149,140,94,234,24,208,1
4245,4245,0,0,86,4,2821,97,89,186,38,192,1
4246,4246,2,1,85,9,2569,119,42,161,25,145,2
4247,4247,1,2,83,13,3913,186,52,238,25,214,1
4248,4248,3,1,85,12,7854,172,88,260,30,247,1
4249,4249,3,4,83,4,2422,78,38,116,24,103,1
4250,4250,4,1,84,21,4067,167,99,266,24,237,1
4251,4251,2,1,84,17,9051,146,112,258,40,271,1
4252,4252,1,1,84,3,2282,33,72,105,19,88,1
4253,4253,3,4,85,8,4172,162,61,223,32,216,1
4254,4254,4,4,85,9,4977,223,121,344,28,320,1
4255,4255,3,2,85,8,1617,119,48,167,26,152,2
4256,4256,4,3,85,8,3192,57,43,100,43,108,1
4257,4257,4,4,86,14,3437,68,316,384,20,326,2
4258,4258,3,4,87,14,4494,9,386,395,21,340,2
4259,4259,4,2,86,5,840,58,34,92,29,86,1
4260,4260,4,4,86,12,14973,318,269,587,34,581,2
4261,4261,2,4,85,18,5180,88,170,258,34,255,1
4262,4262,2,4,86,5,5775,306,132,438,37,447,1
4263,4263,4,1,87,20,10577,304,78,382,39,397,1
4264,4264,1,4,86,8,3983,89,200,289,33,283,1
4265,4265,4,1,85,14,3164,86,230,316,33,310,1
4266,4266,2,0,86,6,3542,71,235,306,37,312,1
4267,4267,3,1,85,14,4277,148,324,472,39,491,1
4268,4268,4,4,85,16,7252,116,170,286,27,263,1
4269,4269,4,1,85,14,3948,175,277,452,37,461,1
4270,4270,4,3,86,6,3927,79,128,207,27,190,1
4271,4271,1,1,86,9,710,145,38,183,27,168,3
4272,4272,4,4,87,9,2429,174,78,252,41,267,3
4273,4273,1,1,85,5,6405,194,91,285,35,285,1
4274,4274,2,2,88,3,651,126,49,175,38,180,3
4275,4275,1,3,86,17,9135,317,119,436,34,432,2
4276,4276,2,4,87,11,1435,289,88,377,28,351,3
4277,4277,-1,-1,87,8,5922,260,144,404,24,360,1
4278,4278,1,4,88,4,847,158,59,217,18,180,3
4279,4279,3,3,88,16,8050,302,145,447,52,523,2
4280,4280,1,1,87,9,4620,451,48,499,28,464,1
4281,4281,2,4,87,34,2352,661,132,793,23,698,3
4282,4282,1,1,88,10,2174,64,54,118,25,106,1
4283,4283,-1,4,86,39,19894,284,230,514,50,591,1
4284,4284,2,1,86,18,6699,182,126,308,35,308,1
4285,4285,2,3,87,27,14987,173,332,505,19,424,1
4286,4286,2,2,88,9,4004,252,7,259,28,241,1
4287,4287,4,3,85,11,12824,131,180,311,51,361,1
4288,4288,2,3,85,8,2331,106,39,145,6,103,1
4289,4289,3,3,85,9,5817,96,108,204,29,192,1
4290,4290,2,3,85,7,2989,116,72,188,18,156,1
4291,4291,3,3,85,6,3136,86,49,135,32,131,1
4292,4292,2,3,85,17,14434,221,121,342,35,342,1
4293,4293,1,1,87,12,2583,61,96,157,18,130,1
4294,4294,1,3,86,12,3647,132,89,221,5,155,2
4295,4295,3,7,86,13,8232,45,387,432,16,350,2
4296,4296,1,1,86,12,3276,55,112,167,12,129,2
4297,4297,1,4,87,8,2723,124,52,176,14,139,2
4298,4298,3,3,87,5,3472,120,126,246,15,197,2
4299,4299,1,2,87,6,1575,47,32,79,14,62,2
4300,4300,1,1,86,12,2926,126,107,233,23,205,2
4301,4301,3,2,86,6,1876,101,45,146,15,117,2
4302,4302,1,1,86,5,2520,78,99,177,14,140,1
4303,4303,4,7,86,13,1603,69,74,143,14,113,1
4304,4304,1,3,86,8,3626,194,97,291,35,291,2
4305,4305,2,-1,87,10,6783,224,110,334,28,309,2
4306,4306,2,4,87,15,11361,323,184,507,35,507,2
4307,4307,1,3,86,6,1267,42,31,73,27,67,2
4308,4308,1,2,87,5,2548,74,43,117,25,105,2
4309,4309,3,4,87,10,1155,101,57,158,9,117,2
4310,4310,0,4,86,6,546,97,42,139,6,99,3
4311,4311,2,3,84,13,2275,134,77,211,13,165,2
4312,4312,4,5,86,26,9100,482,227,709,26,645,2
4313,4313,0,2,84,6,595,213,73,286,6,203,3
4314,4314,0,-1,84,22,3941,139,143,282,22,245,2
4315,4315,2,3,86,24,13860,473,182,655,40,688,2
4316,4316,4,4,85,12,1400,229,169,398,39,414,3
4317,4317,4,3,83,12,2800,227,73,300,34,297,1
4318,4318,4,4,82,24,9520,395,193,588,40,617,1
4319,4319,4,3,86,12,5880,469,176,645,43,697,3
4320,4320,4,4,85,36,23940,886,241,1127,34,1116,1
4321,4321,1,4,85,12,5152,253,52,305,34,302,1
4322,4322,0,0,86,4,5635,197,124,321,33,315,1
4323,4323,4,4,85,1,805,40,60,100,18,83,1
4324,4324,0,0,86,5,3829,200,119,319,30,303,1
4325,4325,0,0,86,4,2149,140,94,234,24,208,1
4326,4326,0,0,86,4,2821,97,89,186,38,192,1
4327,4327,2,1,85,9,2569,119,42,161,25,145,2
4328,4328,1,2,83,13,3913,186,52,238,25,214,1
4329,4329,3,1,85,12,7854,172,88,260,30,247,1
4330,4330,3,4,83,4,2422,78,38,116,24,103,1
4331,4331,4,1,84,21,4067,167,99,266,24,237,1
4332,4332,2,1,84,17,9051,146,112,258,40,271,1
4333,4333,1,1,84,3,2282,33,72,105,19,88,1
4334,4334,3,4,85,8,4172,162,61,223,32,216,1
4335,4335,4,4,85,9,4977,223,121,344,28,320,1
4336,4336,3,2,85,8,1617,119,48,167,26,152,2
4337,4337,4,3,85,8,3192,57,43,100,43,108,1
4338,4338,4,4,86,14,3437,68,316,384,20,326,2
4339,4339,3,4,87,14,4494,9,386,395,21,340,2
4340,4340,4,2,86,5,840,58,34,92,29,86,1
4341,4341,4,4,86,12,14973,318,269,587,34,581,2
4342,4342,2,4,85,18,5180,88,170,258,34,255,1
4343,4343,2,4,86,5,5775,306,132,438,37,447,1
4344,4344,4,1,87,20,10577,304,78,382,39,397,1
4345,4345,1,4,86,8,3983,89,200,289,33,283,1
4346,4346,4,1,85,14,3164,86,230,316,33,310,1
4347,4347,2,0,86,6,3542,71,235,306,37,312,1
4348,4348,3,1,85,14,4277,148,324,472,39,491,1
4349,4349,4,4,85,16,7252,116,170,286,27,263,1
